carat,price,x,y,z,color_encoded
0.71,3045.0,5.73,5.77,3.52,2
0.78,3045.0,5.83,5.86,3.65,2
0.71,3045.0,5.67,5.7,3.57,0
0.72,3045.0,5.76,5.81,3.48,0
1.14,3045.0,6.81,6.71,4.07,7
0.797822920133926,3045.0,5.731450800556568,5.89,3.59,4
0.7,3046.0,5.67,5.69,3.47,4
0.79,3047.0,5.94,5.97,3.66,2
0.91,3047.0,6.14,6.12,3.85,4
0.797822920133926,3933.022046909961,6.22,6.2,3.87,8
0.75,3048.0,5.78,5.81,3.58,0
0.72,3048.0,5.7,5.76,3.55,4
0.72,3048.0,5.7,5.65,3.58,1
0.9,3048.0,6.13,6.11,3.83,7
0.72,3048.0,5.89,5.85,3.55,0
0.72,3048.0,5.78,5.72,3.6,0
0.75,3049.0,5.8,5.86,3.58,1
0.66,3049.0,5.64,5.57,3.45,0
0.83,3049.0,6.08,6.04,3.75,1
0.8,3050.0,5.93,5.83,3.71,1
0.76,3050.0,5.87,5.93,3.62,5
0.76,3050.0,5.82,5.9,3.6,5
0.82,3050.0,5.95,5.99,3.69,1
0.81,3050.0,5.97,5.91,3.69,1
1.02,3051.0,6.31,6.4,4.01,1
0.66,3051.0,5.69,5.74,3.46,4
0.7,3052.0,5.65,5.71,3.55,0
0.77,3052.0,5.93,5.97,3.64,2
0.7,3052.0,5.66,5.74,3.43,4
0.7,3053.0,5.67,5.7,3.56,0
0.71,3053.0,5.79,5.83,3.48,1
0.7,3053.0,5.65,5.69,3.56,2
0.71,3053.0,5.77,5.83,3.53,1
0.81,3053.0,5.94,5.98,3.72,2
0.78,3053.0,5.92,5.98,3.63,1
0.75,3053.0,5.84,5.91,3.6,1
0.79,3053.0,5.91,5.83,3.71,1
0.79,3053.0,5.94,5.87,3.68,4
0.79,3053.0,5.97,5.91,3.64,4
0.79,3053.0,5.96,5.92,3.69,1
0.7,3054.0,5.62,5.67,3.55,0
1.01,3054.0,6.46,6.41,3.93,5
1.01,3054.0,6.45,6.41,3.98,6
0.78,3055.0,5.93,5.97,3.62,1
0.65,3056.0,5.63,5.69,3.39,0
0.61,3056.0,5.5,5.47,3.34,1
0.78,3933.022046909961,5.731450800556568,5.93,3.65,9
0.76,3056.0,5.84,5.86,3.65,1
0.9,3057.0,6.13,6.16,3.78,6
0.92,3057.0,6.27,6.32,3.79,0
0.57,3057.0,5.36,5.44,3.3,2
0.797822920133926,3933.022046909961,5.89,5.73451731535397,3.56,4
0.9,3057.0,6.17,6.21,3.76,6
0.79,3058.0,5.96,5.89,3.64,0
0.91,3058.0,6.28,6.23,3.85,7
0.72,3059.0,5.69,5.74,3.55,2
0.81,3059.0,5.87,5.9,3.7,1
0.71,3059.0,5.74,5.78,3.56,1
1.03,3060.0,6.41,6.45,4.01,4
0.9,3060.0,6.1,6.04,3.86,4
0.74,3061.0,5.76,5.81,3.61,5
0.7,3061.0,5.72,5.77,3.51,1
0.71,3061.0,5.64,5.68,3.58,1
0.9,3061.0,6.11,6.14,3.91,7
0.71,3061.0,5.75,5.79,3.55,4
0.71,3062.0,5.67,5.57,3.53,4
0.72,3062.0,5.76,5.79,3.55,0
0.71,3062.0,5.71,5.61,3.52,1
0.71,3062.0,5.71,5.65,3.52,1
0.93,3062.0,6.37,6.31,3.82,7
0.7,3063.0,5.63,5.68,3.52,1
0.7,3063.0,5.64,5.68,3.54,1
0.71,3064.0,5.64,5.68,3.58,1
0.7,3064.0,5.72,5.75,3.52,2
0.7,3064.0,5.72,5.75,3.53,2
0.8,3064.0,5.99,5.93,3.66,2
0.72,3065.0,5.69,5.73,3.6,1
0.7,3065.0,5.7,5.75,3.52,4
0.65,3065.0,5.6,5.62,3.45,5
0.85,3066.0,6.05,6.13,3.74,0
0.77,3066.0,5.9,5.93,3.63,6
0.71,3066.0,5.7,5.75,3.55,2
0.71,3066.0,5.73,5.76,3.57,2
0.8,3066.0,5.94,5.99,3.73,2
0.8,3066.0,5.94,5.96,3.68,2
0.73,3066.0,5.77,5.71,3.62,1
0.78,3067.0,5.87,5.9,3.69,1
0.7,3068.0,5.63,5.66,3.58,1
0.797822920133926,3068.0,5.65,5.69,3.5382028642396954,1
0.85,3070.0,6.1,6.16,3.68,6
0.8,3070.0,5.88,5.95,3.72,4
0.8,3070.0,5.84,5.91,3.68,1
0.8,3071.0,6.01,5.85,3.68,4
0.82,3071.0,6.05,6.01,3.72,6
0.71,3072.0,5.64,5.68,3.55,4
0.7,3073.0,5.64,5.67,3.57,4
0.7,3073.0,5.72,5.75,3.53,4
0.75,3073.0,5.86,5.89,3.62,4
0.71,3073.0,5.69,5.73,3.55,1
0.62,3073.0,5.62,5.5,3.44,1
1.03,3073.0,6.55,6.51,3.97,4
0.78,3074.0,5.87,5.92,3.64,4
0.797822920133926,3933.022046909961,5.89,5.93,3.5382028642396954,9
0.9,3074.0,6.1,6.06,3.87,4
0.72,3075.0,5.73,5.76,3.55,0
0.797822920133926,3933.022046909961,5.731450800556568,5.73451731535397,3.5382028642396954,4
0.71,3075.0,5.71,5.73,3.51,2
0.7,3075.0,5.64,5.67,3.53,0
0.72,3075.0,5.72,5.75,3.57,5
0.76,3075.0,5.87,5.9,3.63,6
0.76,3075.0,5.81,5.85,3.66,0
0.79,3075.0,5.93,5.86,3.71,1
0.79,3077.0,5.97,5.99,3.61,1
0.797822920133926,3077.0,5.79,5.85,3.5382028642396954,4
0.73,3077.0,5.75,5.8,3.62,1
0.75,3078.0,5.65,5.77,3.63,0
0.72,3078.0,5.7,5.73,3.57,1
0.83,3078.0,6.01,5.98,3.76,0
0.76,3079.0,5.79,5.83,3.56,1
0.797822920133926,3079.0,5.731450800556568,6.14,3.94,6
0.91,3933.022046909961,6.08,5.73451731535397,3.5382028642396954,4
1.0,3080.0,6.33,6.38,3.96,1
1.0,3080.0,6.41,6.44,3.94,5
1.0,3080.0,6.46,6.34,4.02,5
0.82,3080.0,6.02,5.96,3.66,2
0.71,3080.0,5.75,5.78,3.56,5
0.71,3080.0,5.73,5.75,3.55,5
0.79,3081.0,5.81,5.86,3.69,0
0.75,3081.0,5.8,5.82,3.61,2
0.79,3081.0,5.93,5.95,3.68,2
0.71,3081.0,5.74,5.7,3.56,1
0.8,3082.0,5.89,5.85,3.73,2
0.91,3082.0,6.18,6.15,3.91,5
0.6,3082.0,5.35,5.73451731535397,3.5382028642396954,1
0.6,3082.0,5.4,5.44,3.36,1
0.91,3082.0,6.22,6.12,3.92,7
0.86,3082.0,6.17,6.1,3.76,5
0.8,3082.0,6.05,5.98,3.67,2
0.8,3082.0,6.07,6.05,3.64,2
0.8,3082.0,5.94,5.9,3.62,0
0.92,3083.0,6.21,6.26,3.87,2
0.72,3083.0,5.69,5.73,3.61,2
0.71,3084.0,5.72,5.74,3.54,0
0.72,3084.0,5.73,5.78,3.51,1
0.81,3084.0,5.95,5.84,3.71,6
0.53,3084.0,5.19,5.24,3.22,1
0.61,3084.0,5.43,5.47,3.39,1
0.85,3084.0,6.08,6.11,3.78,4
0.75,3084.0,5.73,5.78,3.6,1
0.9,3084.0,6.22,6.16,3.76,1
0.9,3084.0,6.08,6.05,3.82,1
0.81,3084.0,6.03,5.98,3.7,5
0.81,3084.0,6.0,5.99,3.67,4
0.9,3084.0,6.2,6.17,3.9,1
0.72,3084.0,5.76,5.72,3.58,2
0.75,3086.0,5.85,5.87,3.62,1
0.7,3087.0,5.56,5.61,3.53,0
0.91,3087.0,6.1,6.19,3.87,5
0.76,3087.0,5.83,5.87,3.65,1
0.74,3087.0,5.84,5.79,3.6,0
1.01,3088.0,6.4,6.29,4.05,7
1.01,3088.0,6.35,6.31,4.01,7
0.79,3089.0,5.95,5.97,3.62,2
0.77,3089.0,5.87,5.91,3.61,5
0.73,3089.0,5.74,5.79,3.54,4
0.73,3089.0,5.81,5.85,3.55,4
0.73,3089.0,5.84,5.87,3.55,4
0.73,3089.0,5.76,5.8,3.58,4
0.73,3089.0,5.79,5.86,3.56,4
0.73,3089.0,5.78,5.81,3.57,4
0.71,3090.0,5.71,5.68,3.56,0
0.58,3090.0,5.36,5.39,3.31,2
0.87,3090.0,6.03,6.13,3.78,2
0.72,3091.0,5.79,5.82,3.53,1
1.2,3091.0,6.82,6.77,4.1,4
0.8,3091.0,5.89,5.87,3.7,1
0.797822920133926,3091.0,5.731450800556568,5.73451731535397,3.5382028642396954,3
0.7,3092.0,5.7,5.73,3.47,0
0.7,3092.0,5.66,5.7,3.5,0
0.7,3092.0,5.67,5.7,3.54,0
0.8,3093.0,5.89,5.93,3.73,2
0.7,3093.0,5.68,5.71,3.53,1
0.7,3093.0,5.69,5.72,3.53,0
0.72,3093.0,5.76,5.74,3.57,1
0.71,3095.0,5.7,5.73,3.57,4
0.7,3095.0,5.63,5.67,3.58,1
0.81,3095.0,5.93,5.98,3.71,4
0.94,3095.0,6.32,6.23,3.91,2
0.9,3095.0,6.13,6.05,3.8,5
0.71,3096.0,5.64,5.67,3.57,0
0.71,3096.0,5.65,5.68,3.57,0
0.77,3096.0,5.83,5.86,3.69,5
0.797822920133926,3096.0,6.26,5.73451731535397,3.87,2
0.81,3097.0,6.23,6.27,3.83,6
0.81,3097.0,5.98,6.05,3.63,2
0.52,3097.0,5.19,5.2,3.21,1
0.53,3097.0,5.21,5.27,3.23,0
0.9,3099.0,6.25,6.31,3.79,6
0.72,3099.0,5.76,5.73,3.55,0
0.94,3099.0,6.16,6.1,3.86,4
0.93,3101.0,6.2,6.22,3.87,6
0.74,3101.0,5.84,5.86,3.6,2
0.81,3101.0,5.94,5.98,3.7,1
0.71,3101.0,5.79,5.76,3.59,1
0.72,3102.0,5.85,5.89,3.55,0
0.9,3102.0,6.11,6.13,3.83,7
0.72,3102.0,5.77,5.82,3.55,4
0.9,3102.0,6.16,6.23,3.88,7
0.83,3103.0,6.04,6.08,3.75,1
0.66,3103.0,5.57,5.64,3.45,0
0.71,3103.0,5.7,5.75,3.56,1
0.78,3103.0,5.731450800556568,5.88,3.65,0
0.81,3104.0,5.87,5.9,3.74,5
0.71,3104.0,5.67,5.64,3.58,2
0.9,3104.0,6.19,6.14,3.87,6
0.7,3105.0,5.66,5.62,3.53,2
0.78,3105.0,5.91,5.94,3.67,6
0.78,3105.0,5.97,6.03,3.64,6
0.9,3105.0,6.11,6.03,3.79,5
0.9,3105.0,6.27,6.24,3.74,7
0.7,3105.0,5.75,5.68,3.5,4
0.9,3105.0,6.08,6.03,3.84,5
0.72,3105.0,5.78,5.75,3.6,2
0.72,3105.0,5.78,5.72,3.54,2
0.79,3107.0,5.92,5.96,3.69,1
0.79,3107.0,5.83,5.91,3.71,1
0.7,3107.0,5.6,5.63,3.56,1
0.7,3107.0,5.62,5.69,3.52,1
0.32,561.0,4.35,4.38,2.76,1
0.32,561.0,4.4,4.42,2.71,6
0.32,561.0,4.41,4.43,2.71,5
0.32,561.0,4.42,4.46,2.71,4
0.32,561.0,4.33,4.38,2.67,5
0.32,561.0,4.37,4.4,2.73,4
0.32,561.0,4.37,4.41,2.75,6
0.32,561.0,4.39,4.41,2.71,1
0.797822920133926,3933.022046909961,4.38,5.73451731535397,2.72,9
0.32,561.0,4.33,4.36,2.71,4
0.32,561.0,4.36,4.39,2.76,1
0.797822920133926,3933.022046909961,5.731450800556568,4.43,3.5382028642396954,4
0.32,561.0,4.33,4.38,2.7,4
0.32,561.0,4.33,4.36,2.72,4
0.32,561.0,4.34,4.39,2.74,1
0.32,561.0,4.33,4.36,2.72,4
0.32,561.0,4.41,4.42,2.67,5
0.32,561.0,4.38,4.43,2.74,1
0.32,561.0,4.4,4.44,2.68,5
0.32,561.0,4.43,4.46,2.68,4
0.32,561.0,4.4,4.42,2.67,1
0.32,561.0,4.37,4.41,2.76,5
0.32,561.0,4.39,4.44,2.66,1
0.32,561.0,4.34,4.39,2.71,4
0.32,561.0,4.35,4.38,2.7,6
0.797822920133926,3933.022046909961,5.731450800556568,4.4,3.5382028642396954,5
0.32,561.0,4.35,4.4,2.69,4
0.32,561.0,4.39,4.43,2.73,1
0.32,561.0,4.4,4.42,2.71,4
0.32,561.0,4.36,4.39,2.71,1
0.76,3107.0,5.79,5.76,3.64,1
0.9,3107.0,6.12,6.07,3.86,4
0.76,3107.0,5.97,5.94,3.59,1
0.81,3107.0,5.98,5.95,3.68,5
0.77,3108.0,5.89,5.95,3.64,2
0.74,3108.0,5.77,5.73,3.59,1
0.75,3108.0,5.97,5.91,3.56,1
0.7,3109.0,5.61,5.64,3.49,1
0.7,3109.0,5.67,5.6,3.49,2
0.81,3109.0,5.92,5.97,3.71,1
1.01,3110.0,6.33,6.39,4.02,5
0.76,3111.0,5.88,5.93,3.6,1
0.8,3111.0,5.89,5.96,3.74,5
0.91,3112.0,6.23,6.28,3.85,7
0.79,3112.0,5.89,5.96,3.64,0
0.71,3112.0,5.78,5.82,3.47,1
0.71,3112.0,5.63,5.7,3.57,5
0.71,3112.0,5.71,5.79,3.54,1
0.71,3113.0,5.731450800556568,5.72,3.49,4
0.78,3113.0,5.81,5.89,3.66,4
0.82,3113.0,6.02,6.07,3.7,6
0.9,3114.0,6.14,6.22,3.73,5
0.9,3114.0,6.22,6.32,3.77,4
0.76,3114.0,5.86,5.91,3.63,4
0.77,3114.0,5.85,5.88,3.64,4
0.93,3933.022046909961,6.35,6.32,3.87,9
0.86,3115.0,6.02,6.05,3.85,5
0.797822920133926,3933.022046909961,5.731450800556568,5.75,3.45,4
0.8,3116.0,5.87,5.92,3.73,2
0.9,3116.0,6.08,6.14,3.87,2
0.9,3116.0,6.06,6.13,3.85,2
0.71,3116.0,5.77,5.79,3.54,2
1.08,3118.0,6.54,6.59,4.05,5
0.85,3118.0,6.26,6.17,3.75,4
0.83,3118.0,5.98,5.94,3.76,2
0.797822920133926,3933.022046909961,5.731450800556568,6.09,3.5382028642396954,4
0.9,3119.0,6.14,6.2,3.82,7
0.7,3119.0,5.7,5.74,3.54,2
0.7,3119.0,5.74,5.76,3.52,2
1.02,3119.0,6.42,6.37,3.98,7
0.797822920133926,3933.022046909961,5.731450800556568,6.24,3.5382028642396954,7
0.75,3120.0,5.82,5.85,3.62,1
0.9,3120.0,6.15,6.12,3.88,6
0.77,3121.0,5.93,5.89,3.69,4
0.76,3121.0,5.86,5.9,3.55,4
0.9,3121.0,6.26,6.2,3.85,6
0.9,3121.0,6.1,6.05,3.86,6
0.9,3121.0,6.19,6.15,3.83,6
0.86,3121.0,6.1,6.07,3.78,6
0.71,3122.0,5.85,5.78,3.49,1
0.72,3122.0,5.74,5.77,3.56,5
0.72,3122.0,5.85,5.88,3.52,5
0.7,3123.0,5.61,5.65,3.51,4
0.71,3123.0,5.7,5.75,3.53,2
0.71,3123.0,5.75,5.79,3.52,4
0.71,3123.0,5.72,5.74,3.54,4
0.82,3123.0,6.07,6.06,3.68,4
0.77,3124.0,5.81,5.84,3.66,4
0.72,3124.0,5.79,5.77,3.55,5
0.84,3125.0,6.02,6.09,3.76,1
0.797822920133926,3125.0,5.731450800556568,6.05,3.7,1
0.52,3125.0,5.2,5.19,3.21,1
0.93,3125.0,6.34,6.32,3.87,7
0.57,3126.0,5.27,5.31,3.32,0
0.72,3126.0,5.72,5.81,3.53,4
0.57,3126.0,5.33,5.35,3.29,0
1.13,3127.0,6.58,6.61,4.18,4
0.7,3127.0,5.69,5.73,3.52,4
0.7,3127.0,5.731450800556568,5.71,3.5382028642396954,4
0.73,3127.0,5.77,5.74,3.58,4
0.73,3127.0,5.81,5.75,3.58,4
0.73,3127.0,5.79,5.75,3.57,1
0.71,3128.0,5.75,5.77,3.52,1
0.7,3129.0,5.731450800556568,5.73451731535397,3.52,4
0.75,3129.0,5.78,5.74,3.64,2
0.75,3129.0,5.72,5.79,3.6,1
0.74,3130.0,5.82,5.85,3.57,6
0.74,3130.0,5.87,5.93,3.57,4
0.74,3130.0,5.8,5.83,3.6,4
0.74,3130.0,5.81,5.83,3.57,4
0.7,3131.0,5.73,5.77,3.52,0
0.82,3131.0,5.94,5.98,3.73,1
0.72,3133.0,5.76,5.8,3.56,5
0.82,3133.0,6.02,6.05,3.73,4
0.74,3133.0,5.94,5.89,3.55,1
0.94,3134.0,6.14,6.21,3.94,6
0.71,3135.0,5.76,5.78,3.53,0
0.71,3135.0,5.77,5.82,3.5,0
0.73,3135.0,5.71,5.77,3.61,2
0.8,3135.0,5.94,5.89,3.73,0
0.797822920133926,3933.022046909961,5.731450800556568,5.99,3.66,9
0.7,3136.0,5.66,5.62,3.53,2
0.75,3136.0,5.93,5.9,3.56,1
1.0,3136.0,6.38,6.33,3.96,1
0.71,3136.0,5.74,5.71,3.56,0
1.0,3136.0,6.41,6.33,3.98,4
1.0,3136.0,6.44,5.73451731535397,3.94,5
0.8,3137.0,5.98,6.05,3.67,2
0.72,3137.0,5.75,5.78,3.54,5
0.71,3137.0,5.78,5.81,3.53,5
0.71,3137.0,5.68,5.72,3.55,0
0.79,3138.0,5.85,5.88,3.71,1
0.74,3138.0,5.76,5.82,3.56,0
0.72,3139.0,5.67,5.7,3.59,0
0.9,3139.0,6.16,6.22,3.76,1
0.797822920133926,3139.0,5.731450800556568,5.76,3.58,4
0.54,3139.0,5.28,5.25,3.23,0
0.73,3140.0,5.8,5.89,3.57,2
0.7,3140.0,5.7,5.74,3.5,4
0.73,3140.0,5.731450800556568,5.73451731535397,3.5382028642396954,0
1.02,3141.0,5.731450800556568,6.41,4.0,5
0.9,3141.0,6.27,6.24,3.78,7
0.7,3142.0,5.731450800556568,5.73451731535397,3.5382028642396954,4
1.0,3142.0,6.49,6.44,3.97,4
0.68,3933.022046909961,5.731450800556568,5.6,3.5382028642396954,4
0.83,3143.0,6.06,6.13,3.72,1
0.8,3144.0,5.88,5.96,3.71,5
0.7,3145.0,5.65,5.68,3.56,1
0.797822920133926,3145.0,5.95,5.73451731535397,3.5382028642396954,3
0.9,3145.0,6.3,6.19,3.79,6
0.9,3145.0,6.12,6.1,3.88,7
0.7,3145.0,5.72,5.75,3.51,5
0.7,3145.0,5.73,5.77,3.52,5
0.71,3145.0,5.79,5.83,3.49,1
0.7,3145.0,5.71,5.76,3.53,4
0.74,3145.0,5.84,5.79,3.56,4
0.72,3145.0,5.85,5.83,3.54,1
0.78,3145.0,6.0,5.93,3.63,0
0.797822920133926,3933.022046909961,5.65,5.69,3.5382028642396954,2
0.71,3146.0,5.74,5.79,3.53,5
0.8,3146.0,5.87,5.89,3.7,1
0.81,3146.0,6.0,6.05,3.69,2
0.78,3146.0,5.86,5.9,3.65,1
0.73,3146.0,5.67,5.69,3.62,1
1.06,3146.0,6.51,6.46,4.07,6
0.77,3148.0,5.9,5.85,3.66,4
0.797822920133926,3933.022046909961,5.731450800556568,5.72,3.48,3
1.02,3148.0,6.45,6.39,4.03,6
0.91,3149.0,6.05,6.08,3.79,4
1.03,3149.0,6.42,6.4,3.99,7
0.94,3150.0,6.23,6.32,3.91,2
0.75,3150.0,5.86,5.84,3.61,1
0.75,3150.0,5.85,5.83,3.61,1
0.72,3151.0,5.78,5.8,3.55,2
0.77,3152.0,5.81,5.86,3.63,5
0.75,3152.0,5.81,5.84,3.61,0
0.83,3153.0,5.91,5.98,3.75,5
0.8,3933.022046909961,5.731450800556568,6.08,3.5382028642396954,9
0.71,3153.0,5.69,5.73,3.54,0
0.7,3154.0,5.65,5.67,3.52,1
0.7,3154.0,5.61,5.65,3.58,1
0.95,3154.0,6.25,6.21,3.95,7
0.58,3154.0,5.34,5.35,3.29,0
0.73,3154.0,5.79,5.81,3.58,4
0.77,3154.0,5.87,5.9,3.63,4
0.7,3154.0,5.7,5.73,3.5,2
0.7,3154.0,5.72,5.76,3.54,2
0.8,3154.0,6.0,5.95,3.7,0
1.22,3156.0,6.79,4.24,3.76,7
0.64,3157.0,5.51,5.73451731535397,3.43,1
1.06,3158.0,6.59,6.56,3.96,2
0.77,3158.0,5.84,5.87,3.65,0
0.82,3159.0,6.01,5.99,3.7,0
0.78,3159.0,5.92,5.94,3.68,1
0.7,3160.0,5.68,5.74,3.54,2
0.9,3160.0,6.15,6.2,3.88,5
0.9,3160.0,6.03,6.08,3.84,5
0.9,3160.0,6.09,6.16,3.85,5
0.9,3160.0,6.03,6.11,3.79,5
0.9,3160.0,6.16,6.24,3.8,7
0.81,3160.0,5.96,5.99,3.7,0
0.63,3161.0,5.731450800556568,5.52,3.5382028642396954,1
0.71,3161.0,5.73,5.68,3.56,0
0.71,3933.022046909961,5.731450800556568,5.71,3.5382028642396954,4
0.797822920133926,3933.022046909961,5.731450800556568,5.73451731535397,3.64,1
0.9,3162.0,6.07,6.12,3.86,4
0.9,3162.0,6.1,6.16,3.86,5
0.7,3162.0,5.74,5.76,3.51,2
0.797822920133926,3163.0,5.77,5.81,3.7,4
0.797822920133926,3933.022046909961,5.731450800556568,5.8,3.5382028642396954,9
0.79,3163.0,5.96,6.01,3.67,2
0.797822920133926,3164.0,5.731450800556568,5.82,3.5382028642396954,5
0.73,3164.0,5.83,5.88,3.5382028642396954,5
0.797822920133926,3164.0,6.42,6.27,4.06,5
0.7,3165.0,5.63,5.68,3.55,4
0.92,3165.0,6.34,6.25,3.82,5
0.77,3166.0,5.89,5.96,3.57,0
0.71,3167.0,5.72,5.84,3.59,4
0.72,3167.0,5.78,5.81,3.58,5
0.7,3167.0,5.66,5.69,3.55,1
0.797822920133926,3167.0,5.93,5.73451731535397,3.5382028642396954,4
0.85,3167.0,6.1,6.14,3.78,1
0.7,3167.0,5.68,5.71,3.54,5
0.72,3167.0,5.74,5.67,3.55,2
1.01,3167.0,6.39,6.33,4.02,5
1.08,3168.0,6.64,6.62,4.1,2
1.23,3168.0,6.92,6.87,4.25,5
0.91,3169.0,6.13,6.2,3.85,7
0.79,3169.0,5.96,6.01,3.66,2
0.77,3169.0,5.93,5.95,3.65,2
0.76,3170.0,5.84,5.95,3.6,4
0.92,3170.0,6.18,6.22,3.88,7
0.92,3170.0,6.24,6.29,3.9,7
0.76,3170.0,5.84,5.87,3.62,1
0.75,3170.0,5.81,5.85,3.62,1
0.74,3170.0,5.85,5.79,3.59,2
0.74,3170.0,5.79,5.76,3.6,2
0.74,3170.0,5.83,5.78,3.58,2
0.74,3170.0,5.79,5.77,3.6,2
0.74,3171.0,5.79,5.83,3.61,2
0.83,3171.0,5.97,6.01,3.73,4
0.83,3171.0,6.04,6.08,3.73,5
0.78,3171.0,5.87,5.9,3.66,4
0.75,3171.0,5.81,5.84,3.6,4
0.83,3171.0,6.05,6.09,3.75,4
0.79,3171.0,5.99,6.05,3.63,1
1.03,3172.0,6.48,6.52,4.0,5
1.03,3172.0,6.46,6.51,3.96,5
1.03,3172.0,6.43,6.36,4.0,5
0.7,3172.0,5.65,5.7,3.65,4
0.7,3172.0,5.64,5.67,3.52,1
1.01,3173.0,6.54,6.39,3.89,4
0.797822920133926,3173.0,5.731450800556568,5.73451731535397,3.5382028642396954,0
0.92,3174.0,6.36,6.33,3.83,5
0.71,3175.0,5.68,5.71,3.58,2
0.7,3175.0,5.78,5.82,3.49,5
0.9,3175.0,6.18,6.14,3.85,7
0.7,3175.0,5.65,5.57,3.53,1
0.9,3175.0,6.13,6.06,3.77,4
0.9,3175.0,6.23,6.19,3.87,7
0.7,3175.0,5.67,5.62,3.59,1
0.9,3176.0,6.2,6.26,3.85,6
0.9,3176.0,6.05,6.1,3.86,6
0.77,3176.0,5.89,5.93,3.69,4
0.32,561.0,4.41,4.44,2.73,2
0.32,561.0,4.36,4.38,2.73,4
0.32,561.0,4.39,4.41,2.73,4
0.32,561.0,4.41,4.42,2.73,5
0.32,561.0,4.4,4.41,2.71,4
0.32,561.0,4.4,4.42,2.78,5
0.797822920133926,3933.022046909961,5.731450800556568,5.73451731535397,2.71,6
0.32,561.0,4.33,4.37,2.74,6
0.32,561.0,4.31,4.35,2.72,4
0.32,561.0,4.41,4.44,2.69,4
0.32,561.0,4.42,4.45,2.71,4
0.32,561.0,4.47,4.51,2.69,4
0.32,561.0,4.35,4.37,2.74,5
0.32,561.0,4.36,4.39,2.72,1
0.32,561.0,4.37,4.4,2.73,1
0.4,561.0,4.67,4.7,2.99,5
0.32,561.0,4.36,4.39,2.69,4
0.32,561.0,4.38,4.42,2.67,4
0.32,561.0,4.4,4.42,2.71,4
0.32,561.0,4.39,4.4,2.7,4
0.32,561.0,4.37,4.4,2.72,4
0.32,561.0,4.42,4.45,2.74,1
0.32,561.0,4.44,4.46,2.72,5
0.32,561.0,4.38,4.42,2.75,4
0.32,561.0,4.35,4.41,2.75,5
0.32,561.0,4.41,4.43,2.73,4
0.32,561.0,4.38,4.41,2.69,4
0.32,561.0,4.37,4.41,2.72,4
0.26,562.0,4.13,4.16,2.54,2
0.31,562.0,4.37,4.39,2.7,4
0.7,3176.0,5.73,5.76,3.51,1
0.72,3176.0,5.82,5.89,3.54,0
0.7,3177.0,5.61,5.65,3.59,1
0.74,3177.0,5.86,5.89,3.59,0
0.67,3178.0,5.6,5.62,3.48,4
0.74,3178.0,5.83,5.81,3.62,5
0.72,3179.0,5.7,5.74,3.58,4
0.72,3179.0,5.8,5.84,3.54,0
0.72,3179.0,5.69,5.75,3.55,0
0.72,3179.0,5.68,5.73,3.58,0
0.797822920133926,3179.0,5.731450800556568,7.39,4.29,4
0.74,3180.0,5.79,5.82,3.59,1
0.93,3180.0,6.32,6.34,3.87,7
0.797822920133926,3933.022046909961,5.731450800556568,6.11,3.5382028642396954,5
0.72,3180.0,5.77,5.8,3.52,5
0.72,3180.0,5.74,5.78,3.56,5
0.72,3180.0,5.74,5.76,3.54,5
0.91,3180.0,6.23,6.18,3.86,5
0.91,3181.0,6.18,6.23,3.85,7
0.95,3181.0,6.22,6.18,3.5382028642396954,4
0.63,3181.0,5.49,5.54,3.37,1
0.92,3181.0,6.21,6.26,3.85,7
0.95,3181.0,6.36,6.34,3.8,4
0.8,3181.0,5.98,5.92,3.67,6
0.73,3182.0,5.68,5.72,3.62,0
0.73,3182.0,5.77,5.8,3.59,0
0.73,3933.022046909961,5.731450800556568,5.81,3.61,4
0.797822920133926,3183.0,5.74,5.77,3.5382028642396954,8
0.72,3183.0,5.67,5.71,3.6,1
1.11,3183.0,6.65,6.58,4.09,6
0.85,3183.0,6.13,6.18,3.74,5
0.76,3183.0,5.92,5.88,3.63,4
0.7,3183.0,5.731450800556568,5.73451731535397,3.49,4
0.73,3184.0,5.7,5.75,3.6,1
0.78,3184.0,5.94,5.89,3.65,4
0.7,3185.0,5.71,5.76,3.51,5
0.7,3185.0,5.75,5.79,3.51,5
0.7,3185.0,5.66,5.7,3.5,5
0.79,3185.0,5.731450800556568,5.95,3.66,8
0.72,3185.0,5.89,5.86,3.53,4
0.96,3187.0,6.3,6.22,3.94,7
0.9,3187.0,6.15,5.99,3.85,1
0.9,3188.0,6.11,6.21,3.85,7
0.77,3189.0,5.87,5.91,3.63,1
0.91,3189.0,6.23,6.28,3.77,4
0.85,3189.0,6.06,6.01,3.79,1
0.71,3189.0,5.74,5.77,3.56,5
0.73,3189.0,5.8,5.76,3.57,0
0.73,3189.0,5.8,5.77,3.58,0
1.01,3190.0,6.45,6.35,3.99,7
0.71,3933.022046909961,5.71,5.75,3.55,5
0.89,3190.0,6.24,6.17,3.79,4
0.92,3190.0,6.18,6.13,3.87,6
0.7,3191.0,5.69,5.82,3.49,4
0.7,3191.0,5.75,5.83,3.49,4
0.7,3191.0,5.71,5.67,3.53,2
0.71,3191.0,5.71,5.75,3.56,1
0.71,3191.0,5.71,5.74,3.55,1
0.8,3192.0,5.96,5.99,3.67,1
0.71,3192.0,5.71,5.74,3.56,0
0.75,3192.0,5.93,5.9,3.56,1
0.71,3192.0,5.65,5.71,3.53,1
0.71,3192.0,5.74,5.77,3.54,1
0.81,3192.0,5.97,6.02,3.73,4
